,symbol,description,type,exchange,currency_code,currency-logoid,base-currency-logoid,provider_id,source2,source_id,typespecs,prefix,logoid,params,contracts
112,RUNEUSDT.P,RUNE / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCRUNE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
113,SOLUSDT,Solana / Tether,spot,KuCoin,USDT,crypto/XTVCUSDT,crypto/XTVCSOL,kucoin,"{'id': 'KUCOIN', 'name': 'KuCoin', 'description': 'KuCoin'}",KUCOIN,['crypto'],KUCOIN,,,
114,ADAUSD,Cardano / US Dollar,spot,Binance,USD,country/US,crypto/XTVCADA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
115,DOGEUSD,Dogecoin / US Dollar,spot,Binance,USD,country/US,crypto/XTVCDOGE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'tv-calculated-pair', 'synthetic']",BINANCE,,,
116,BTCUSDT,Bitcoin / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
117,DOGEUSDT.P,DOGEUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCDOGE,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
118,XBTUSD.P,Bitcoin / US Dollar Perpetual Inverse Swap Contract,swap,BitMEX,USD,country/US,crypto/XTVCBTC,bitmex,"{'id': 'BITMEX', 'name': 'BitMEX', 'description': 'BitMEX'}",BITMEX,"['perpetual', 'crypto']",BITMEX,,,
119,ARUSDT,AR / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
120,BIGTIMEUSDT.P,BIGTIME / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBIGTIME,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
121,SOLUSDT.P,SOL / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCSOL,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
122,OTHERS.D,"Crypto Total Market Cap Excluding Top 10 Dominance, %",index,CRYPTOCAP,,,,tvc,"{'id': 'CRYPTOCAP', 'name': 'Crypto Market Capitalization', 'description': 'Crypto Market Capitalization'}",CRYPTOCAP,"['crypto', 'synthetic']",,crypto-total-market-cap,,
123,TAOUSDT,Bittensor / USDT,spot,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCTAOB,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,['crypto'],,,,
124,STXUSDT,Stacks / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSTXS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
125,ADAUSDT.P,Cardano / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCADA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
126,1000PEPEUSDT.P,1000PEPEUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVC1000PEPE,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
127,PENDLEUSDT,PENDLE / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPENDLEPENDLE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
128,TONUSDT,Toncoin/Tether,spot,OKX,USDT,crypto/XTVCUSDT,crypto/XTVCTON,okx,"{'id': 'OKX', 'name': 'OKX', 'description': 'OKX'}",OKX,['crypto'],,,,
129,FTMUSDT.P,FTMUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCFTM,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
130,BOMEUSDT,BOME / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBOME,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
131,REEFUSDT.P,REEF / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCREEF,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
132,GRTUSDT,GRT / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCGRAPH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
133,MEWUSDT.P,MEW / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMEW,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
134,LTCUSD,Litecoin / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCLTC,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
135,SOLUSDT,SOLUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCSOL,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
136,APTUSDT.P,APT / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAPTO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
137,BTC,"Market Cap BTC, $",index,CRYPTOCAP,USD,,,tvc,"{'id': 'CRYPTOCAP', 'name': 'Crypto Market Capitalization', 'description': 'Crypto Market Capitalization'}",CRYPTOCAP,"['crypto', 'synthetic']",,crypto/XTVCBTC,,
138,VETUSDT,VeChain / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCVET,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
139,SANDUSDT,SAND / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSAND,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
140,LINKUSDT.P,ChainLink / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCLINK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
141,BCHUSDT,Bitcoin Cash / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCBCH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
142,NEARUSDT.P,NEAR / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCNEAR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
143,OMUSDT,OM / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCOM,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
144,LDOUSDT,LDO / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCLDO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
145,WLDUSDT.P,WLD / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCWLDW,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
146,AXSUSDT,AXS / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAXS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
147,FTMUSDT.P,Fantom / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCFTM,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
148,SAGAUSDT,SAGA / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSAGA2,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
149,BRETTUSDT,BRETTUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCBRETT2,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
150,BRETTUSDT,BRETTUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCBRETT2,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
151,BTCUSDT.P,BTC Linear Perpetual Futures Contract,swap,PHEMEX,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,phemex,"{'id': 'PHEMEX', 'name': 'Phemex', 'description': 'Phemex'}",PHEMEX,"['crypto', 'perpetual']",,,,
152,PEOPLEUSDT.P,PEOPLE / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPEOPLE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
153,BTCEUR,Bitcoin / Euro,spot,Coinbase,EUR,country/EU,crypto/XTVCBTC,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
154,SOLETH,SOL / Ethereum,spot,Binance,ETH,crypto/XTVCETH,crypto/XTVCSOL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
155,MOODENGUSDT.P,MOODENG / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMOODENG,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
156,AAVEUSDT.P,AAVE / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCAAVE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
157,AVAXUSD,Avalanche / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCAVAX,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,"['crypto', 'defi']",COINBASE,,,
158,BTCUSD.P,BTC Perpetual Futures Contract,swap,Deribit,USD,country/US,crypto/XTVCBTC,deribit,"{'id': 'DERIBIT', 'name': 'Deribit', 'description': 'Deribit'}",DERIBIT,"['crypto', 'perpetual']",DERIBIT,,,
159,JTOUSDT,JTO / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCJTO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
160,XLMUSDT,Stellar / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCXLM,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
161,JUPUSDT.P,JUP / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCJUPI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
162,BTCUSD,Bitcoin vs US Dollar,spot,PEPPERSTONE,USD,country/US,crypto/XTVCBTC,pepperstone,"{'id': 'PEPPERSTONE', 'name': 'Pepperstone', 'description': 'Pepperstone'}",PEPPERSTONE,"['crypto', 'cfd']",,,,
163,GOATUSDT.P,GOAT / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,,,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
164,CRVUSDT,CRV / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCRV,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
165,ETHUSDT,ETHUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCETH,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
166,INJUSDT.P,INJ / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCINJ,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
167,FETUSDT.P,Fetch.AI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCFET,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
168,NEIROETHUSDT.P,NEIROETHUSDT Perpetual Contract,swap,Bybit,USDT,,,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
169,DOGEUSD,Dogecoin,spot,CRYPTO,USD,country/US,crypto/XTVCDOGE,tvc,"{'id': 'CRYPTO', 'name': 'Crypto assets', 'description': 'Crypto assets'}",CRYPTO,"['crypto', 'cryptoasset', 'synthetic']",,,,
170,JASMYUSDT,JASMY / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCJASMY,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
171,MEMEUSDT,MEME / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMEMECO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
172,MOODENGUSDT.P,MOODENG / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCMOODENG,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
173,HMSTRUSDT,HMSTR / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCHMSTR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
174,BTCUSDT,Bitcoin / Tether,spot,Coinbase,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
175,MKRUSDT,MKR / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMKR,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
176,TONUSDT.P,TON / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCTON,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
177,TONUSDT,TON / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCTON,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
178,ETCUSDT,Ethereum Classic / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCETC,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
179,ORDIUSDT,ORDI / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCORDI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
180,DOTUSDT.P,DOT / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCDOT,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
181,AVAXUSDT.P,AVAXUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCAVAX,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
182,IMXUSDT,IMX / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCIMXIMMUTABLEX,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
183,MATICUSD,Polygon / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCMATIC,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
184,ONDOUSDT.P,ONDO / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCONDO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
185,ADAUSD,Cardano / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCADA,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
186,ETHUSDT.P,ETH / Tether PERPETUAL FUTURES,swap,MEXC,USDT,crypto/XTVCUSDT,crypto/XTVCETH,mexc,"{'id': 'MEXC', 'name': 'MEXC', 'description': 'MEXC'}",MEXC,"['crypto', 'perpetual']",,,,
187,TURBOUSDT.P,TURBO / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCTURBO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
188,BLX,Bitcoin Liquid Index,index,BNC,BTC,crypto/XTVCBTC,crypto/XTVCBTC,bnc,"{'id': 'BNC', 'name': 'Brave New Coin', 'description': 'Brave New Coin'}",BNC,['crypto'],,crypto/XTVCBTC,['eod'],
189,OPUSDT.P,OP / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCOP,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
190,ETHUSD,Ethereum / U. S. Dollar,spot,Kraken,USD,country/US,crypto/XTVCETH,kraken,"{'id': 'KRAKEN', 'name': 'Kraken', 'description': 'Kraken'}",KRAKEN,['crypto'],KRAKEN,,,
191,PEOPLEUSDT,PEOPLE / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPEOPLE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
192,SXPUSDT,SXP / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSXP,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
193,BTCUSD,Bitcoin,spot,ICMARKETS,USD,country/US,crypto/XTVCBTC,icmarkets,"{'id': 'ICMARKETS', 'name': 'IC Markets', 'description': 'IC Markets'}",ICMARKETS,"['crypto', 'cfd']",,,,
194,ZROUSDT,ZRO / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCZROL,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
195,POPCATUSDT,POPCAT / TETHER,spot,CoinEx,USDT,crypto/XTVCUSDT,crypto/XTVCPOPCAT2,coinex,"{'id': 'COINEX', 'name': 'coinEx', 'description': 'coinEx'}",COINEX,['crypto'],COINEX,,,
196,ETHBTC,Ethereum / Bitcoin,spot,Coinbase,BTC,crypto/XTVCBTC,crypto/XTVCETH,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
197,CHZUSDT,Chiliz / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCHZ,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
198,TIAUSDT.P,TIAUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCTIA2,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
199,LINKUSDT.P,LINKUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCLINK,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
200,THETAUSDT,Theta Token / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCTHETA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
201,SEIUSDT.P,SEI / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCSEI,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
202,EOSUSDT,EOS / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCEOS,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
203,ENAUSDT.P,ENA / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCENA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
204,FTMUSD.P,FTM Perpetual Futures Contract,swap,Binance,USD,country/US,crypto/XTVCFTM,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual', 'defi']",BINANCE,,,
205,XRPUSDT.P,XRPUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCXRP,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual']",BYBIT,,,
206,ALGOUSDT,Algorand / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCALGO,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
207,MANAUSDT,Decentraland / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCMANA,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
208,ONDOUSDT,ONDOUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCONDO,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
209,XRPUSD,XRP / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCXRP,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
210,RUNEUSDT.P,RUNEUSDT Perpetual Contract,swap,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCRUNE,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,"['crypto', 'perpetual', 'defi']",BYBIT,,,
211,PYTHUSDT,PYTH / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCPYTH,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
212,BTCUSDT,BTCUSDT SPOT,spot,Bitget,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,bitget,"{'id': 'BITGET', 'name': 'Bitget', 'description': 'Bitget'}",BITGET,['crypto'],BITGET,,,
213,EGLDUSDT,EGLD / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCEGLD,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
214,1000BONKUSDT.P,1000BONK / TetherUS PERPETUAL CONTRACT,swap,Binance,USDT,crypto/XTVCUSDT,crypto/XTVC1000BONK,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'perpetual']",BINANCE,,,
215,CAKEUSDT,CAKE / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCCAKE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,"['crypto', 'defi']",BINANCE,,,
216,FETUSD,Artificial Superintelligence Alliance / US Dollar,spot,Coinbase,USD,country/US,crypto/XTVCFET,coinbase,"{'id': 'COINBASE', 'name': 'Coinbase', 'description': 'Coinbase'}",COINBASE,['crypto'],COINBASE,,,
217,BTCUSD,Bitcoin / US Dollar,spot,EIGHTCAP,USD,country/US,crypto/XTVCBTC,eightcap,"{'id': 'EIGHTCAP', 'name': 'Eightcap', 'description': 'Eightcap'}",EIGHTCAP,"['crypto', 'cfd']",,,,
218,POPCATUSDT,POPCATUSDT SPOT,spot,Bybit,USDT,crypto/XTVCUSDT,crypto/XTVCPOPCAT2,bybit,"{'id': 'BYBIT', 'name': 'Bybit', 'description': 'Bybit'}",BYBIT,['crypto'],BYBIT,,,
219,IOUSDT,IO / TetherUS,spot,Binance,USDT,crypto/XTVCUSDT,crypto/XTVCIONE,binance,"{'id': 'BINANCE', 'name': 'Binance', 'description': 'Binance'}",BINANCE,['crypto'],BINANCE,,,
220,BTCUSDT.P,BITCOIN/USD TETHER PERPETUAL SWAP CONTRACT,swap,BloFin,USDT,crypto/XTVCUSDT,crypto/XTVCBTC,blofin,"{'id': 'BLOFIN', 'name': 'BloFin', 'description': 'BloFin'}",BLOFIN,"['crypto', 'perpetual']",BLOFIN,,,
